@RELATION DB 

@ATTRIBUTE name STRING 
@ATTRIBUTE cites_count.currentYear  NUMERIC 
@ATTRIBUTE cites_count.L5Y.mean  NUMERIC 
@ATTRIBUTE cites_count.L5Y.median  NUMERIC 
@ATTRIBUTE cites_count.L5Y.std  NUMERIC 
@ATTRIBUTE cites_count.speed.mean  NUMERIC 
@ATTRIBUTE cites_count.speed.median  NUMERIC 
@ATTRIBUTE cites_count.speed.std  NUMERIC 
@ATTRIBUTE cites_count.acc.mean  NUMERIC 
@ATTRIBUTE cites_count.acc.median  NUMERIC 
@ATTRIBUTE cites_count.acc.std  NUMERIC 
@ATTRIBUTE cites_publication.currentYear  NUMERIC 
@ATTRIBUTE cites_publication.L5Y.mean  NUMERIC 
@ATTRIBUTE cites_publication.L5Y.median  NUMERIC 
@ATTRIBUTE cites_publication.L5Y.std  NUMERIC 
@ATTRIBUTE cites_publication.speed.mean  NUMERIC 
@ATTRIBUTE cites_publication.speed.median  NUMERIC 
@ATTRIBUTE cites_publication.speed.std  NUMERIC 
@ATTRIBUTE cites_publication.acc.mean  NUMERIC 
@ATTRIBUTE cites_publication.acc.median  NUMERIC 
@ATTRIBUTE cites_publication.acc.std  NUMERIC 
@ATTRIBUTE authors_count.currentYear  NUMERIC 
@ATTRIBUTE authors_count.L5Y.mean  NUMERIC 
@ATTRIBUTE authors_count.L5Y.median  NUMERIC 
@ATTRIBUTE authors_count.L5Y.std  NUMERIC 
@ATTRIBUTE authors_count.speed.mean  NUMERIC 
@ATTRIBUTE authors_count.speed.median  NUMERIC 
@ATTRIBUTE authors_count.speed.std  NUMERIC 
@ATTRIBUTE authors_count.acc.mean  NUMERIC 
@ATTRIBUTE authors_count.acc.median  NUMERIC
@ATTRIBUTE authors_count.acc.std  NUMERIC 
@ATTRIBUTE authors_total.currentYear  NUMERIC 
@ATTRIBUTE authors_total.L5Y.mean  NUMERIC 
@ATTRIBUTE authors_total.L5Y.median  NUMERIC 
@ATTRIBUTE authors_total.L5Y.std  NUMERIC 
@ATTRIBUTE authors_total.speed.mean  NUMERIC 
@ATTRIBUTE authors_total.speed.median  NUMERIC 
@ATTRIBUTE authors_total.speed.std  NUMERIC 
@ATTRIBUTE authors_total.acc.mean  NUMERIC 
@ATTRIBUTE authors_total.acc.median  NUMERIC 
@ATTRIBUTE authors_total.acc.std  NUMERIC 
@ATTRIBUTE countries_count.currentYear  NUMERIC 
@ATTRIBUTE countries_count.L5Y.mean  NUMERIC 
@ATTRIBUTE countries_count.L5Y.median  NUMERIC 
@ATTRIBUTE countries_count.L5Y.std  NUMERIC 
@ATTRIBUTE countries_count.speed.mean  NUMERIC 
@ATTRIBUTE countries_count.speed.median  NUMERIC 
@ATTRIBUTE countries_count.speed.std  NUMERIC 
@ATTRIBUTE countries_count.acc.mean  NUMERIC 
@ATTRIBUTE countries_count.acc.median  NUMERIC 
@ATTRIBUTE countries_count.acc.std  NUMERIC 
@ATTRIBUTE countries_total.currentYear  NUMERIC 
@ATTRIBUTE countries_total.L5Y.mean  NUMERIC 
@ATTRIBUTE countries_total.L5Y.median  NUMERIC 
@ATTRIBUTE countries_total.L5Y.std  NUMERIC 
@ATTRIBUTE countries_total.speed.mean  NUMERIC 
@ATTRIBUTE countries_total.speed.median  NUMERIC 
@ATTRIBUTE countries_total.speed.std  NUMERIC 
@ATTRIBUTE countries_total.acc.mean  NUMERIC 
@ATTRIBUTE countries_total.acc.median  NUMERIC 
@ATTRIBUTE countries_total.acc.std  NUMERIC 
@ATTRIBUTE articles_count.currentYear  NUMERIC 
@ATTRIBUTE articles_count.L5Y.mean  NUMERIC 
@ATTRIBUTE articles_count.L5Y.median  NUMERIC 
@ATTRIBUTE articles_count.L5Y.std  NUMERIC 
@ATTRIBUTE articles_count.speed.mean  NUMERIC 
@ATTRIBUTE articles_count.speed.median  NUMERIC 
@ATTRIBUTE articles_count.speed.std  NUMERIC 
@ATTRIBUTE articles_count.acc.mean  NUMERIC 
@ATTRIBUTE articles_count.acc.median  NUMERIC 
@ATTRIBUTE articles_count.acc.std  NUMERIC 
@ATTRIBUTE conf_count.currentYear  NUMERIC 
@ATTRIBUTE conf_count.L5Y.mean  NUMERIC 
@ATTRIBUTE conf_count.L5Y.median  NUMERIC 
@ATTRIBUTE conf_count.L5Y.std  NUMERIC 
@ATTRIBUTE conf_count.speed.mean  NUMERIC 
@ATTRIBUTE conf_count.speed.median  NUMERIC 
@ATTRIBUTE conf_count.speed.std  NUMERIC 
@ATTRIBUTE conf_count.acc.mean  NUMERIC 
@ATTRIBUTE conf_count.acc.median  NUMERIC 
@ATTRIBUTE conf_count.acc.std  NUMERIC 
@ATTRIBUTE field_count.currentYear  NUMERIC 
@ATTRIBUTE field_count.L5Y.mean  NUMERIC 
@ATTRIBUTE field_count.L5Y.median  NUMERIC 
@ATTRIBUTE field_count.L5Y.std  NUMERIC 
@ATTRIBUTE field_count.speed.mean  NUMERIC 
@ATTRIBUTE field_count.speed.median  NUMERIC 
@ATTRIBUTE field_count.speed.std  NUMERIC 
@ATTRIBUTE field_count.acc.mean  NUMERIC 
@ATTRIBUTE field_count.acc.median  NUMERIC 
@ATTRIBUTE field_count.acc.std  NUMERIC 
@ATTRIBUTE field_total.currentYear  NUMERIC 
@ATTRIBUTE field_total.L5Y.mean  NUMERIC 
@ATTRIBUTE field_total.L5Y.median  NUMERIC 
@ATTRIBUTE field_total.L5Y.std  NUMERIC 
@ATTRIBUTE field_total.speed.mean  NUMERIC 
@ATTRIBUTE field_total.speed.median  NUMERIC 
@ATTRIBUTE field_total.speed.std  NUMERIC 
@ATTRIBUTE field_total.acc.mean  NUMERIC 
@ATTRIBUTE field_total.acc.median  NUMERIC 
@ATTRIBUTE field_total.acc.std  NUMERIC 
@ATTRIBUTE access_open_count.currentYear  NUMERIC 
@ATTRIBUTE access_open_count.L5Y.mean  NUMERIC 
@ATTRIBUTE access_open_count.L5Y.median  NUMERIC 
@ATTRIBUTE access_open_count.L5Y.std  NUMERIC 
@ATTRIBUTE access_open_count.speed.mean  NUMERIC 
@ATTRIBUTE access_open_count.speed.median  NUMERIC 
@ATTRIBUTE access_open_count.speed.std  NUMERIC 
@ATTRIBUTE access_open_count.acc.mean  NUMERIC 
@ATTRIBUTE access_open_count.acc.median  NUMERIC 
@ATTRIBUTE access_open_count.acc.std  NUMERIC 
@ATTRIBUTE access_closed_count.currentYear  NUMERIC 
@ATTRIBUTE access_closed_count.L5Y.mean  NUMERIC 
@ATTRIBUTE access_closed_count.L5Y.median  NUMERIC 
@ATTRIBUTE access_closed_count.L5Y.std  NUMERIC 
@ATTRIBUTE access_closed_count.speed.mean  NUMERIC 
@ATTRIBUTE access_closed_count.speed.median  NUMERIC 
@ATTRIBUTE access_closed_count.speed.std  NUMERIC 
@ATTRIBUTE access_closed_count.acc.mean  NUMERIC 
@ATTRIBUTE access_closed_count.acc.median  NUMERIC 
@ATTRIBUTE access_closed_count.acc.std  NUMERIC 
@ATTRIBUTE sponsor_count.currentYear  NUMERIC 
@ATTRIBUTE sponsor_count.L5Y.mean  NUMERIC 
@ATTRIBUTE sponsor_count.L5Y.median  NUMERIC 
@ATTRIBUTE sponsor_count.L5Y.std  NUMERIC 
@ATTRIBUTE sponsor_count.speed.mean  NUMERIC 
@ATTRIBUTE sponsor_count.speed.median  NUMERIC 
@ATTRIBUTE sponsor_count.speed.std  NUMERIC 
@ATTRIBUTE sponsor_count.acc.mean  NUMERIC 
@ATTRIBUTE sponsor_count.acc.median  NUMERIC 
@ATTRIBUTE sponsor_count.acc.std  NUMERIC 
@ATTRIBUTE sponsor_total.currentYear  NUMERIC 
@ATTRIBUTE sponsor_total.L5Y.mean  NUMERIC 
@ATTRIBUTE sponsor_total.L5Y.median  NUMERIC 
@ATTRIBUTE sponsor_total.L5Y.std  NUMERIC 
@ATTRIBUTE sponsor_total.speed.mean  NUMERIC 
@ATTRIBUTE sponsor_total.speed.median  NUMERIC 
@ATTRIBUTE sponsor_total.speed.std  NUMERIC 
@ATTRIBUTE sponsor_total.acc.mean  NUMERIC 
@ATTRIBUTE sponsor_total.acc.median  NUMERIC 
@ATTRIBUTE sponsor_total.acc.std  NUMERIC 
@ATTRIBUTE publications.currentYear  NUMERIC 
@ATTRIBUTE publications.L5Y.mean  NUMERIC 
@ATTRIBUTE publications.L5Y.median  NUMERIC 
@ATTRIBUTE publications.L5Y.std  NUMERIC 
@ATTRIBUTE publications.speed.mean  NUMERIC 
@ATTRIBUTE publications.speed.median  NUMERIC 
@ATTRIBUTE publications.speed.std  NUMERIC 
@ATTRIBUTE publications.acc.mean  NUMERIC 
@ATTRIBUTE publications.acc.median  NUMERIC 
@ATTRIBUTE publications.acc.std  NUMERIC 

@DATA 
Boston University,2806,69436.33333333333,14681,47548.27346555872,27593.4,23812,6653.085648028289,11269,15992.5,6734.270079229077,0.6840566,12.416415933333333,22.769863,8.784487489519629,5.04342788,4.208794,1.348819887569329,2.1228196499999994,2.4818129999999994,0.9185955765623232,4102,5477.5,5589.5,669.1583644150812,577.4,255,769.9175540277023,512,927.5,764.7022296292852,51,51,51,0,0,0,0,0,0,0,5217,7306.166666666667,7378.5,1602.9299648525578,2022.6,2184,1449.0412830558002,1257,1309,928.1252609427243,137,145.66666666666666,145.5,11.115554667022044,12.2,2,7.626270385975048,10.5,10.5,3.640054944640259,13408,18459.166666666668,18955.5,3189.732769196957,3513.4,2942,3215.4358087201804,3135,4672,2190.7674454400676,3226,3994.5,4050,389.89346835599423,366,231,447.81558704448867,290.75,542.5,424.8566670066506,288,419.8333333333333,439.5,62.341576994989644,55.4,22,59.1154802061186,46.25,10,63.55853601208889,28,28,28,0,0,0,0,0,0,0,6673,8772.666666666666,8905.5,1024.5813237068537,890.8,452,1198.7610937964243,804,1517.5,1146.9609845151665,739,1175,1305.5,217.20190299964378,193.8,184,191.3660366940801,194,65.5,204.30491917719456,2006,2413,2433.5,214.55380055672128,231.2,29,255.68449307691697,179.5,258,183.2764305632342,10,10,10,0,0,0,0,0,0,0,1439,1384.3333333333333,1944.5,495.4495153113203,464.6,426,305.1750972802335,275.5,280,143.29427762475373
University of Leeds,2038,41539.5,43663,26383.51089064279,15094,14397,3050.561981012679,4965.75,5116,1916.3861008418946,0.60999703,9.430918138333334,16.923975,6.361114455519574,3.669049794,3.762836,0.6842410475983627,1.0107586074999997,0.8593639,0.6959312118877057,3341,4377.666666666667,4473.5,563.2789914617997,572,338,624.8785481995682,489,790,529.2541922365849,51,51,51,0,0,0,0,0,0,0,716,985,1098,133.58517881860996,133.6,20,100.74442912637899,108.5,192,96.93683510410271,130,130.33333333333334,131,10.656244908763854,8,13,5.830951894845301,9.75,12.5,3.960744879438715,7720,9390.666666666666,7936,1269.6292984787156,1375.6,776,1142.9734205133557,787.25,1487,1110.198264950905,2707,3107.6666666666665,3085.5,308.63066744717526,353.4,398,317.00006309147636,229.75,428,218.70685288760387,252,372.6666666666667,386.5,57.843659020577945,51,16,47.459456381210266,50,17.5,48.841580646002846,28,28,28,0,0,0,0,0,0,0,5888,7469.333333333333,7568.5,937.0396054715202,989.4,385,990.7279343997524,698.25,1303.5,886.5027848236011,1297,1508.8333333333333,1465.5,279.61367197538027,305,249,190.87482809422514,162.25,233.5,156.15276974808995,2307,2918.6666666666665,3009,281.91350131241006,234.2,47,322.66353992975405,212.75,11.5,299.7009968285057,10,10,10,0,0,0,0,0,0,0,1102,1052.6666666666667,1153,283.94933037818953,281.4,143,183.50433237392517,102.5,192.5,160.89515219545927
Pennsylvania State University,3326,79355.5,90343,52999.3481964637,30050,28764,6734.44040733898,9354.5,11475.5,6019.85367347081,0.56229925,9.425985258333334,16.779817,6.398112065838301,3.5850483499999997,3.4154479999999996,0.8665972665605376,1.0949007374999993,1.0480849999999986,0.7951495126740843,5915,8153,8408.5,1046.5210620591126,843.6,26,1226.4047618955171,827.25,1412,1140.3686629770216,51,51,51,0,0,0,0,0,0,0,818,1335.1666666666667,1478.5,262.4534350233495,232.2,310,170.82318343831437,231.5,233,37.426594822398684,125,129.66666666666666,128,8.117197107923946,9,21,6.870225614927067,10,10.5,4.636809247747852,10412,13958,14318,1764.9619448210963,1460.8,466,1939.520188087765,1766.5,2584,1887.464105618965,4755,5845.333333333333,5930.5,544.7766106906165,509,248,643.0685811015805,506.75,179,509.4341836783237,419,1060.1666666666667,1204,288.30679068581713,170.8,32,269.36324916365265,170.75,15.5,276.86944125345434,28,28,28,0,0,0,0,0,0,0,10562,14428.666666666666,14862.5,1851.9271643944915,1593.8,5953,2221.0688778153635,1722.5,2604,1742.6012883043556,983,1557.3333333333333,1717.5,280.47439970323296,238.2,309,240.98580871080355,284.5,459.5,226.0470083854241,4326,5365.666666666667,5454,528.7979030047511,578.6,391,586.4055252127149,489,199.5,439.0575133168774,10,10,10,0,0,0,0,0,0,0,1876,1845.8333333333333,1784.5,426.8276063653282,415.8,315,274.4510156658197,191,144.5,121.93235829754134
University of Southampton,2774,60850.333333333336,27401,38584.05277083036,20708.8,30391,10374.278739266649,11033,14099.5,9366.939921874166,0.79325134,11.071503456666667,18.706709,7.0526336579111595,3.8662597320000005,3.06155006,1.498284141653325,1.844120484999999,1.4990062699999989,1.318335564318174,3497,5215.666666666667,5569,781.1994339191212,536,242,793.6888559126933,573,1060,872.3795045735543,51,51,51,0,0,0,0,0,0,0,2166,3711.1666666666665,3590,1449.9994731799811,1568.4,2064,1329.87557312705,1828.25,1807.5,394.0985758664956,145,156.5,158,12.983964469041547,13.8,23,5.878775382679628,7.75,12.5,5.494315243958978,11164,16039.166666666666,16732.5,3142.052907292018,3045.8,1679,2970.621982009828,3510.5,5494,2421.706990946675,2662,3532.5,3732.5,423.3921547060912,381.4,1195,417.7159800630089,335.5,127,440.380233434699,271,836.8333333333334,843.5,280.82166147851837,183.2,18,180.38780446582302,177.75,112,132.79001280216823,28,28,28,0,0,0,0,0,0,0,6164,9076.666666666666,9692,1343.2755570701875,956.8,44,1369.364874677308,1032,1975.5,1470.3633904582907,1464,1739.8333333333333,1773,322.89441858842275,298.2,44,216.51457225785057,255.25,324.5,220.77746148554203,2345,3454.1666666666665,3633,508.9375916772333,297.2,27,440.17332949646095,363.25,144.5,453.66252600363634,10,10,10,0,0,0,0,0,0,0,1276,1400.5,1497.5,399.29719508155824,421,301,254.10234158700703,210,321,112.56109452204167
University of St Andrews,644,19794.666666666668,35602,13593.368930801844,7593.4,7653,1526.5679939000424,1730.75,1659.5,1197.9637671899764,0.55469424,9.750564106666667,17.69668,6.697954539717995,3.7214185520000003,4.264203,0.8044557433524636,0.8773199600000007,0.7875880000000008,0.6895366569590738,1161,1899.8333333333333,2027.5,331.9002945999831,204,7,338.5368517606318,252.5,69,332.4217953143265,51,51,51,0,0,0,0,0,0,0,497,856.8333333333334,955,180.43135044171848,123.4,259,102.97494840979529,74.25,13.5,88.74788729879715,94,103.66666666666667,113,9.267625849638563,9.6,6,3.8781438859330635,4,6,3.7416573867739413,2878,4588,4817,788.8795852346542,571.2,2056,762.3606495616101,729.75,1151.5,672.0284127177957,950,1398.3333333333333,1480.5,201.75452631574066,131.2,529,200.04239550655257,132.5,260.5,196.85337182786583,76,154,165,45.493589291972405,37.6,6,27.72435752186153,32,27.5,19.53202498462461,28,27.833333333333332,28,0.3726779962499649,0.4,0,0.48989794855663565,0.5,0.5,0.5,2059,3362.1666666666665,3608.5,584.1898711511143,361.6,25,592.2450844034081,410.5,49.5,609.5049220473942,405,638.1666666666666,683.5,109.94910438723707,91.2,31,90.43317975168186,83,116.5,73.38596596080207,840,1260.6666666666667,1363,192.44624068958987,153.6,20,189.94904579913003,168,23,206.06309713289278,10,10,10,0,0,0,0,0,0,0,421,495.5,454.5,116.2393364284799,129.2,24,87.92587787449153,77.75,34.5,50.14665990871177
University of Science and Technology of China,4246,69865.83333333333,19368,40540.05654253854,23829.8,20488,6145.866819253408,5167.25,2573.5,3768.367045219985,0.6707741,10.916232716666668,19.2687095,7.199688589553919,4.0823155799999995,4.004301,0.6663870046607703,0.851181875,0.5539409000000002,0.6239496886382885,6330,6820.5,6399.5,1071.0460229762928,1134.6,538,871.3267125481692,630,432.5,267.89830159969284,51,51,51,0,0,0,0,0,0,0,3322,5558.666666666667,5803.5,1178.7314744626483,1497.8,1584,899.0878488779614,1129,1130.5,539.2100703807376,102,85,80,10.082988974836116,7.4,3,4.586937976471886,7.25,9.5,3.6314597615834874,12234,14465.333333333334,14387.5,2025.2973169937845,2438.8,1438,2119.8871102018616,1818,1831,1207.47546558926,5559,5584.666666666667,5402,861.6280455561373,857,293,514.5160833249045,341,441.5,156.96018603454826,456,951.6666666666666,842,246.0153563409316,269.2,67,258.24438038416247,217.25,82,219.1077075321633,26,26.5,26.5,0.5,0.6,1,0.48989794855663565,0.75,1,0.4330127018922193,12637,13006.666666666666,12479.5,2292.611805101092,2320.8,3190,1509.4162315279375,1083.25,1036.5,396.2388011035769,1790,1835.5,1785.5,462.2123429766886,419.4,327,184.16579486973146,249.75,157.5,166.7953461580988,6515,6937.166666666667,6631.5,672.783129164881,779.2,1825,639.2994290627827,427.25,433,311.0179858143255,10,10,10,0,0,0,0,0,0,0,4101,2917,3184,1120.4234318625556,543.2,177,436.4380368391371,529,460.5,278.5022441561288
Eindhoven University of Technology,825,22328.166666666668,39124,14599.19800784352,8369.8,7634,1233.5500638401347,1739,1355,1143.2281049729315,0.48020956,7.8822870599999995,8.9695428,5.132141832009387,2.9240570879999996,2.726929,0.527154068698532,0.7364892900000001,0.6443523,0.44181686347382043,1718,2675.3333333333335,2850.5,433.08800747910607,327.6,1262,467.9023829817497,320.25,24,491.4765380971914,51,51,51,0,0,0,0,0,0,0,590,1054.8333333333333,1176,215.609536482555,158.6,492,169.65800894741162,145.75,30,163.83890716188264,71,72.83333333333333,71.5,4.487637339278753,5,2,3.794733192202055,2.25,1.5,2.48746859276655,3447,4937.166666666667,5090,722.4524013540423,668.2,318,826.3791865723629,604.25,1084,764.6379453702256,1195,1587.5,1632,189.76279052192152,171.4,595,212.75112220620602,161.25,279.5,204.44482752077639,372,862,623,230.43509570665086,176.8,50,188.77118424166332,210,95,180.32054791398568,27,27.166666666666668,27,0.6871842709362768,1,1,0,0,0,0,3565,5309.666666666667,5551,813.9256040258771,735,256,904.7908045509747,600,1094.5,889.269644146251,555,541.6666666666666,522,181.96122908160652,148,257,84.62860036654276,144.25,200,67.28066215488667,1329,2164.6666666666665,2237.5,401.1054170109842,263.2,30,311.22943305542293,297,446,302.62518071039625,10,10,10,0,0,0,0,0,0,0,392,411.1666666666667,400.5,139.6082813525839,123.8,160,78.37958917983686,93.5,95.5,59.74320044992568
Purdue University,2650,54412.666666666664,23402.5,35857.095288876306,20206,21790,3608.2823060287287,4575,3673,3125.8070957754253,0.57521164,8.34365844,9.8027715,5.750723833703127,3.2392116720000006,3.3611809999999998,0.5808887865811957,0.638944909999999,0.6275664999999988,0.3797804508239254,4607,6389.5,6575,878.0975173635329,750.6,2664,963.1493342156241,810.75,1401,989.5598453352884,51,51,51,0,0,0,0,0,0,0,3917,5599.166666666667,5396.5,1215.9736039715483,1332,181,1207.2270706043664,1072.25,363.5,933.440778785671,118,117.5,119,8.845903006477066,8.6,25,8.822698000045111,13.25,15,7.949056547792323,10793,15212.166666666666,15346,2519.5071222143606,2376.4,482,2609.513410580601,2334.25,578.5,2586.568032644802,3576,4302,4312.5,426.09114830827764,410.4,230,436.64017222422405,381,156,433.3889707872133,617,1353.6666666666667,1557.5,343.2470765433488,324.6,190,291.4944939445684,248.5,439.5,316.1427683816285,28,28,28,0,0,0,0,0,0,0,8741,11595.666666666666,12440.5,1501.0094011105402,1421.6,556,1612.5153766708706,1259.75,380,1628.769992202705,912,1313.5,1523,259.5237625600656,243,267,186.141881370099,209.75,194,163.1416179274927,3961,5014.833333333333,5015.5,545.1022585003866,523.2,259,634.1039031578342,554.75,334.5,553.0010736879269,10,10,10,0,0,0,0,0,0,0,1739,1642,1619,489.6413653549572,456.2,707,261.7215314031308,177,186.5,138.41423337215
Sungkyunkwan University,1829,48955.666666666664,51161.5,32637.946027421654,19679,23160,6842.026161890935,8481.75,3104.5,6902.999760068082,0.49552968,9.557879463333332,17.4324905,6.544075455092181,3.3990572639999996,4.2311531,1.9295512650053555,2.2247397950000014,1.5990384400000006,2.1036092979311003,3691,4971.166666666667,5308,627.134067715101,498.2,26,622.6509134338437,547.75,829,636.8922102679542,51,51,51,0,0,0,0,0,0,0,3939,5381.833333333333,5050,1164.4258122449116,1283,74,1168.155126684808,879.25,239,846.7376733676139,129,119,121.5,8.34665601703261,5.2,2,3.0594117081556713,4.75,4,2.0463381929681126,9578,12451.5,13642.5,1942.346840808819,2058.4,1475,1847.008890070646,1593,2589.5,1599.329703344498,3255,4189.833333333333,4474,472.14066289142636,381,32,469.16862640206455,438.75,25,477.7307688437076,187,434.1666666666667,474,113.83821365819516,83.6,26,87.9104089400112,76.25,31,58.35826848013913,28,28,28,0,0,0,0,0,0,0,6499,8647.166666666666,9195,1084.8343063446243,909.6,226,1078.0542843475,966.25,1436,1142.6268802631942,756,893.5,687.5,165.74553789871186,192.6,270,111.38689330437401,134,177,49.57317823178175,2062,2659.6666666666665,2791.5,284.5655558136922,223.8,51,245.00808149936606,217.5,395.5,227.2405113530596,10,10,10,0,0,0,0,0,0,0,1842,1825.1666666666667,2122.5,622.4434155451847,537.2,545,217.76170462227742,303.5,453.5,170.9393167179511
University of California Davis,3466,84008.16666666667,101179,58916.92305389758,33888.4,35523,4450.203258279334,4281.5,4650.5,2111.457139039294,0.6424467,10.837051950000001,19.9540215,7.571538547894995,4.305617460000001,4.433025000000001,0.6911683301240633,0.6345711749999996,0.6168504999999995,0.37232991643875707,5395,7410.5,7794,905.8409996609045,603.2,134,986.8141466355253,650,1259,1038.947303764729,51,51,51,0,0,0,0,0,0,0,4001,5435.833333333333,5101,1176.4381860325493,1283.6,3509,1180.5999491783828,955.25,1388.5,797.3178083424451,153,146.5,150,14.091959882618646,15,20,10.73312629199899,15.75,23,9.807522622966516,13608,17761,17641.5,2425.453084820786,2421.4,1514,2648.1574424493724,1975.75,209.5,2430.878686298434,4329,5549.166666666667,5787.5,550.8301058906961,400.4,133,605.676349216312,399,124.5,543.5710625116094,436,573.6666666666666,589,65.88795202631678,60.2,2,49.78112091948111,35.25,27.5,28.38463492807332,28,28,28,0,0,0,0,0,0,0,9024,12267,12934,1456.8816012291459,972.4,153,1582.4604386840133,1016,26,1616.396300416454,1576,2233,2330.5,336.3054167469405,296.4,275,262.94759934253057,265.25,148.5,226.45901947151498,3889,4705,4771.5,396.94793949165006,400.8,29,436.94319996997325,372.25,181.5,335.84845913000703,10,10,10,0,0,0,0,0,0,0,1813,1775.6666666666667,1689,465.30587311526125,469.8,445,247.57818966944566,178.25,193,27.94078560098123
Washington University in St. Louis,3307,85179.33333333333,95391,56211.01421034453,31201.4,34217,7408.545244513258,7459.5,2262.5,5839.451194247624,0.7313136,14.2225841,20.724477,9.72149835160312,5.39509388,5.512126000000002,1.208211247409085,1.5465721499999991,1.467507499999999,0.470472273802472,4522,5898.166666666667,5982,699.3736284863922,681.6,407,798.8498231833065,607,1026.5,728.6504649006957,51,51,51,0,0,0,0,0,0,0,942,1236.3333333333333,1293.5,140.16260398392845,144.2,33,159.31905096378148,111,42,101.04207044592862,130,132.5,138.5,17.613914953808536,13.4,3,14.319217855735,22,25,15.588457268119896,8567,10551.5,10722.5,1553.3428200711737,1563.8,194,1440.8020544127496,1428.25,2216.5,1296.8651385167234,3471,4262.5,4302,400.6081834744101,377.6,289,477.6888527064453,330.75,128.5,403.8727367624609,437,558.1666666666666,569.5,86.72834343832214,97.4,31,85.02846582174702,74.25,59,60.36296463892409,28,28,28,0,0,0,0,0,0,0,6929,8994.166666666666,8947,1040.5209298978832,998.2,581,1196.4834140095716,905.75,1667,1094.7852243705156,646,982.1666666666666,902,188.55274829312057,173.2,155,179.61002199209264,159.75,78.5,193.89478461268627,2024,2262.1666666666665,2171.5,220.82830182947316,242.6,31,221.39430886994361,154.75,30.5,149.67694378226727,10,10,10,0,0,0,0,0,0,0,800,801.5,663,219.5212594108674,219.6,255,98.16638936010634,102,114,47.88005847949645
KTH Royal Institute of Technology,1487,38570,39812.5,25432.03572923987,14006.8,16723,3848.341377788618,3844.25,2399.5,3102.89351855651,0.57016873,9.217051555,16.386304,6.158370058426118,3.4152532540000005,3.445971,0.7792254134847827,1.0138652824999996,1.0422104999999995,0.19869349387263655,2608,3988.3333333333335,4213,631.6493401317608,492.6,211,682.1033939220652,536.75,131.5,715.0176134194178,51,51,51,0,0,0,0,0,0,0,2769,4873.666666666667,5196,1155.1882482473966,1492.6,1523,842.920304655191,1107.5,1505.5,541.6301782581912,99,100.83333333333333,104.5,4.13991411612474,5.6,11,4.5431266766402185,5,6.5,3.8078865529319543,8001,12660.333333333334,14090,2337.520885230523,2129.4,595,2412.037114142318,2119,440.5,2271.7661631426768,2034,2675.3333333333335,2796,317.38655015961564,264.4,200,330.97286897871254,270,482,363.5849281804734,385,1008.8333333333334,1180.5,292.0356237782568,209.6,6,274.81673893705965,289.75,430,211.44547169424084,28,27.333333333333332,27.5,0.7453559924999298,0.8,1,0.4000000000000001,0.25,0,0.4330127018922193,5149,7542.666666666667,7854.5,1147.0037295299244,1014.8,3499,1254.022711118104,1110,375.5,1227.023430909125,935,956,749.5,184.8855501835302,180.6,155,70.93264410692724,53.75,14,59.428002658679354,1807,2954,3127.5,520.5388234000098,324,201,473.4283472712634,383.25,168,459.0454089738835,10,10,10,0,0,0,0,0,0,0,1126,1081.3333333333333,1542.5,405.6741987797049,383.8,330,201.5156569599494,177.75,245,75.65175146683652
Trinity College Dublin,1458,28977.333333333332,32571.5,18585.433961991726,9957.8,2961,5709.447587989577,7484.25,2908,5599.663801292003,0.64713717,10.379114028333332,17.958292,6.938629648901261,3.6638369660000003,2.7201068299999998,1.9807846582143258,2.477431792499999,2.301420085,1.916918996632872,2253,2782.1666666666665,2779,294.62711838676506,290.2,182,320.7506196408668,243.5,20,314.72090810748495,51,51,51,0,0,0,0,0,0,0,738,939.1666666666666,840.5,235.56557237611972,262.2,575,276.25090045102115,331.5,592,261.50860406495235,111,118.33333333333333,114.5,9.195409482755814,10,20,6.81175454637056,10,11.5,5.787918451395113,5933,6881.666666666667,6870.5,793.975580368957,805,390,664.3776034756138,734,1088.5,567.6728811560404,1654,1907,1883,155.39197748489678,161.6,497,172.758328308652,123,205.5,144.887887692519,215,291.8333333333333,300.5,38.163755347478876,47.8,27,35.63930414584438,28,17.5,22.94558781116753,28,28,28,0,0,0,0,0,0,0,3906,4737.333333333333,4689,471.0961213548203,454.4,226,526.6352058113852,446.5,164,466.53054562375655,607,719,730,96.56949138660028,103.2,70,79.00227844815616,76.75,117,64.41418710191103,1810,2090,2087,172.5301905947671,201.2,166,163.60244496950526,144.5,246,174.2146664319626,10,10,10,0,0,0,0,0,0,0,659,552.8333333333334,552.5,174.42230043457428,143.8,23,80.8118803147161,115.5,116,42.81062952118317
