@RELATION DB 

@ATTRIBUTE name STRING 
@ATTRIBUTE cites_count.currentYear  NUMERIC 
@ATTRIBUTE cites_count.L5Y.mean  NUMERIC 
@ATTRIBUTE cites_count.L5Y.median  NUMERIC 
@ATTRIBUTE cites_count.L5Y.std  NUMERIC 
@ATTRIBUTE cites_count.speed.mean  NUMERIC 
@ATTRIBUTE cites_count.speed.median  NUMERIC 
@ATTRIBUTE cites_count.speed.std  NUMERIC 
@ATTRIBUTE cites_count.acc.mean  NUMERIC 
@ATTRIBUTE cites_count.acc.median  NUMERIC 
@ATTRIBUTE cites_count.acc.std  NUMERIC 
@ATTRIBUTE cites_publication.currentYear  NUMERIC 
@ATTRIBUTE cites_publication.L5Y.mean  NUMERIC 
@ATTRIBUTE cites_publication.L5Y.median  NUMERIC 
@ATTRIBUTE cites_publication.L5Y.std  NUMERIC 
@ATTRIBUTE cites_publication.speed.mean  NUMERIC 
@ATTRIBUTE cites_publication.speed.median  NUMERIC 
@ATTRIBUTE cites_publication.speed.std  NUMERIC 
@ATTRIBUTE cites_publication.acc.mean  NUMERIC 
@ATTRIBUTE cites_publication.acc.median  NUMERIC 
@ATTRIBUTE cites_publication.acc.std  NUMERIC 
@ATTRIBUTE authors_count.currentYear  NUMERIC 
@ATTRIBUTE authors_count.L5Y.mean  NUMERIC 
@ATTRIBUTE authors_count.L5Y.median  NUMERIC 
@ATTRIBUTE authors_count.L5Y.std  NUMERIC 
@ATTRIBUTE authors_count.speed.mean  NUMERIC 
@ATTRIBUTE authors_count.speed.median  NUMERIC 
@ATTRIBUTE authors_count.speed.std  NUMERIC 
@ATTRIBUTE authors_count.acc.mean  NUMERIC 
@ATTRIBUTE authors_count.acc.median  NUMERIC
@ATTRIBUTE authors_count.acc.std  NUMERIC 
@ATTRIBUTE authors_total.currentYear  NUMERIC 
@ATTRIBUTE authors_total.L5Y.mean  NUMERIC 
@ATTRIBUTE authors_total.L5Y.median  NUMERIC 
@ATTRIBUTE authors_total.L5Y.std  NUMERIC 
@ATTRIBUTE authors_total.speed.mean  NUMERIC 
@ATTRIBUTE authors_total.speed.median  NUMERIC 
@ATTRIBUTE authors_total.speed.std  NUMERIC 
@ATTRIBUTE authors_total.acc.mean  NUMERIC 
@ATTRIBUTE authors_total.acc.median  NUMERIC 
@ATTRIBUTE authors_total.acc.std  NUMERIC 
@ATTRIBUTE countries_count.currentYear  NUMERIC 
@ATTRIBUTE countries_count.L5Y.mean  NUMERIC 
@ATTRIBUTE countries_count.L5Y.median  NUMERIC 
@ATTRIBUTE countries_count.L5Y.std  NUMERIC 
@ATTRIBUTE countries_count.speed.mean  NUMERIC 
@ATTRIBUTE countries_count.speed.median  NUMERIC 
@ATTRIBUTE countries_count.speed.std  NUMERIC 
@ATTRIBUTE countries_count.acc.mean  NUMERIC 
@ATTRIBUTE countries_count.acc.median  NUMERIC 
@ATTRIBUTE countries_count.acc.std  NUMERIC 
@ATTRIBUTE countries_total.currentYear  NUMERIC 
@ATTRIBUTE countries_total.L5Y.mean  NUMERIC 
@ATTRIBUTE countries_total.L5Y.median  NUMERIC 
@ATTRIBUTE countries_total.L5Y.std  NUMERIC 
@ATTRIBUTE countries_total.speed.mean  NUMERIC 
@ATTRIBUTE countries_total.speed.median  NUMERIC 
@ATTRIBUTE countries_total.speed.std  NUMERIC 
@ATTRIBUTE countries_total.acc.mean  NUMERIC 
@ATTRIBUTE countries_total.acc.median  NUMERIC 
@ATTRIBUTE countries_total.acc.std  NUMERIC 
@ATTRIBUTE articles_count.currentYear  NUMERIC 
@ATTRIBUTE articles_count.L5Y.mean  NUMERIC 
@ATTRIBUTE articles_count.L5Y.median  NUMERIC 
@ATTRIBUTE articles_count.L5Y.std  NUMERIC 
@ATTRIBUTE articles_count.speed.mean  NUMERIC 
@ATTRIBUTE articles_count.speed.median  NUMERIC 
@ATTRIBUTE articles_count.speed.std  NUMERIC 
@ATTRIBUTE articles_count.acc.mean  NUMERIC 
@ATTRIBUTE articles_count.acc.median  NUMERIC 
@ATTRIBUTE articles_count.acc.std  NUMERIC 
@ATTRIBUTE conf_count.currentYear  NUMERIC 
@ATTRIBUTE conf_count.L5Y.mean  NUMERIC 
@ATTRIBUTE conf_count.L5Y.median  NUMERIC 
@ATTRIBUTE conf_count.L5Y.std  NUMERIC 
@ATTRIBUTE conf_count.speed.mean  NUMERIC 
@ATTRIBUTE conf_count.speed.median  NUMERIC 
@ATTRIBUTE conf_count.speed.std  NUMERIC 
@ATTRIBUTE conf_count.acc.mean  NUMERIC 
@ATTRIBUTE conf_count.acc.median  NUMERIC 
@ATTRIBUTE conf_count.acc.std  NUMERIC 
@ATTRIBUTE field_count.currentYear  NUMERIC 
@ATTRIBUTE field_count.L5Y.mean  NUMERIC 
@ATTRIBUTE field_count.L5Y.median  NUMERIC 
@ATTRIBUTE field_count.L5Y.std  NUMERIC 
@ATTRIBUTE field_count.speed.mean  NUMERIC 
@ATTRIBUTE field_count.speed.median  NUMERIC 
@ATTRIBUTE field_count.speed.std  NUMERIC 
@ATTRIBUTE field_count.acc.mean  NUMERIC 
@ATTRIBUTE field_count.acc.median  NUMERIC 
@ATTRIBUTE field_count.acc.std  NUMERIC 
@ATTRIBUTE field_total.currentYear  NUMERIC 
@ATTRIBUTE field_total.L5Y.mean  NUMERIC 
@ATTRIBUTE field_total.L5Y.median  NUMERIC 
@ATTRIBUTE field_total.L5Y.std  NUMERIC 
@ATTRIBUTE field_total.speed.mean  NUMERIC 
@ATTRIBUTE field_total.speed.median  NUMERIC 
@ATTRIBUTE field_total.speed.std  NUMERIC 
@ATTRIBUTE field_total.acc.mean  NUMERIC 
@ATTRIBUTE field_total.acc.median  NUMERIC 
@ATTRIBUTE field_total.acc.std  NUMERIC 
@ATTRIBUTE access_open_count.currentYear  NUMERIC 
@ATTRIBUTE access_open_count.L5Y.mean  NUMERIC 
@ATTRIBUTE access_open_count.L5Y.median  NUMERIC 
@ATTRIBUTE access_open_count.L5Y.std  NUMERIC 
@ATTRIBUTE access_open_count.speed.mean  NUMERIC 
@ATTRIBUTE access_open_count.speed.median  NUMERIC 
@ATTRIBUTE access_open_count.speed.std  NUMERIC 
@ATTRIBUTE access_open_count.acc.mean  NUMERIC 
@ATTRIBUTE access_open_count.acc.median  NUMERIC 
@ATTRIBUTE access_open_count.acc.std  NUMERIC 
@ATTRIBUTE access_closed_count.currentYear  NUMERIC 
@ATTRIBUTE access_closed_count.L5Y.mean  NUMERIC 
@ATTRIBUTE access_closed_count.L5Y.median  NUMERIC 
@ATTRIBUTE access_closed_count.L5Y.std  NUMERIC 
@ATTRIBUTE access_closed_count.speed.mean  NUMERIC 
@ATTRIBUTE access_closed_count.speed.median  NUMERIC 
@ATTRIBUTE access_closed_count.speed.std  NUMERIC 
@ATTRIBUTE access_closed_count.acc.mean  NUMERIC 
@ATTRIBUTE access_closed_count.acc.median  NUMERIC 
@ATTRIBUTE access_closed_count.acc.std  NUMERIC 
@ATTRIBUTE sponsor_count.currentYear  NUMERIC 
@ATTRIBUTE sponsor_count.L5Y.mean  NUMERIC 
@ATTRIBUTE sponsor_count.L5Y.median  NUMERIC 
@ATTRIBUTE sponsor_count.L5Y.std  NUMERIC 
@ATTRIBUTE sponsor_count.speed.mean  NUMERIC 
@ATTRIBUTE sponsor_count.speed.median  NUMERIC 
@ATTRIBUTE sponsor_count.speed.std  NUMERIC 
@ATTRIBUTE sponsor_count.acc.mean  NUMERIC 
@ATTRIBUTE sponsor_count.acc.median  NUMERIC 
@ATTRIBUTE sponsor_count.acc.std  NUMERIC 
@ATTRIBUTE sponsor_total.currentYear  NUMERIC 
@ATTRIBUTE sponsor_total.L5Y.mean  NUMERIC 
@ATTRIBUTE sponsor_total.L5Y.median  NUMERIC 
@ATTRIBUTE sponsor_total.L5Y.std  NUMERIC 
@ATTRIBUTE sponsor_total.speed.mean  NUMERIC 
@ATTRIBUTE sponsor_total.speed.median  NUMERIC 
@ATTRIBUTE sponsor_total.speed.std  NUMERIC 
@ATTRIBUTE sponsor_total.acc.mean  NUMERIC 
@ATTRIBUTE sponsor_total.acc.median  NUMERIC 
@ATTRIBUTE sponsor_total.acc.std  NUMERIC 
@ATTRIBUTE publications.currentYear  NUMERIC 
@ATTRIBUTE publications.L5Y.mean  NUMERIC 
@ATTRIBUTE publications.L5Y.median  NUMERIC 
@ATTRIBUTE publications.L5Y.std  NUMERIC 
@ATTRIBUTE publications.speed.mean  NUMERIC 
@ATTRIBUTE publications.speed.median  NUMERIC 
@ATTRIBUTE publications.speed.std  NUMERIC 
@ATTRIBUTE publications.acc.mean  NUMERIC 
@ATTRIBUTE publications.acc.median  NUMERIC 
@ATTRIBUTE publications.acc.std  NUMERIC 

@DATA 
Université PSL,3805,88356.83333333333,99605.5,57560.86703486628,32522.8,30352,10644.214041440542,16355.75,20795,9218.734169477933,0.7195537,10.800722633333335,18.9279375,7.223579688335675,4.12105586,4.3816904,1.3288917648022338,2.3282930250000007,2.1051793000000014,0.9548442380927779,5288,7847,8315,1182.790908543574,870.8,3349,1244.770083188056,979,248.5,1319.2295099792152,51,51,51,0,0,0,0,0,0,0,784,1575,1741,535.4396947058246,668.6,500,305.561515901463,407.5,401.5,218.50228831753685,154,154.83333333333334,156,10.237458451957474,9.2,5,4.069397989875161,4.5,4.5,3.3541019662496847,13791,19643.833333333332,20597,2973.9366400259587,2606.4,54,3200.605480217767,2999.75,5003.5,2879.9591468456633,4324,5948.5,6280.5,758.3316666648351,565.8,2141,794.8258677219809,609.5,1161,868.2791889709208,378,832.3333333333334,835.5,219.77159860991037,167.2,227,130.40613482501504,120,149.5,32.24127789030702,28,28,28,0,0,0,0,0,0,0,9372,13924,15194.5,2111.8692352195167,1545.2,602,2302.547232957448,1688.75,284.5,2526.5027582609127,706,559.1666666666666,645.5,311.4618310840387,216,254,84.08329203831163,135.75,162,31.712576369636068,1745,1362.3333333333333,1038.5,701.9814020961587,521.6,529,69.32993581419213,110.25,123,55.86311394829329,10,10,10,0,0,0,0,0,0,0,925,618.1666666666666,259,434.2999795328365,321.6,327,108.48336277973688,113,81.5,59.77039400907442
University of Bristol,2751,63755.333333333336,13454.5,41004.53297976809,22692.2,24144,6252.92787100571,6787.5,2951.5,4120.448670958055,0.7272006,11.985679333333335,21.310445,7.9474787664002555,4.36589528,5.1609,1.2002730870186666,1.335884599999999,1.2350102000000005,1.1351913847389075,3783,5178.666666666667,5329,667.7196683905272,555.4,224,761.1566461642439,523,941,761.7627583440923,51,51,51,0,0,0,0,0,0,0,4126,5455.666666666667,5076,1281.0223347866431,1344.8,3448,1103.5729971324959,940.75,161,940.3165358005782,127,144.33333333333334,152,14.2556031868954,14.2,29,11.7881296226331,13.25,24,10.848386976873567,12893,16612.5,16277,2715.416895555205,2902.4,1791,2572.795335816668,1747.5,3050.5,2490.4638624159957,2903,3656.8333333333335,3720,388.8356193674763,376,291,450.5578764154501,322,54,381.5291600913356,264,573.3333333333334,639,142.78849938127215,95.2,47,106.55214685777102,82.25,113.5,75.6286156160484,28,28,28,0,0,0,0,0,0,0,6238,8372,8576,1042.9231355505863,925.8,3319,1201.5928428548498,775.75,146.5,1170.1470794306158,1699,2109.5,2121,314.13890239828623,308.2,264,260.67635105624754,304.25,506,275.9278664796291,2376,3112.8333333333335,3205.5,340.7586715290195,306,63,335.98273765180255,265.75,91,297.9843745903466,10,10,10,0,0,0,0,0,0,0,1830,1896.1666666666667,1800.5,466.31727992382565,466,53,304.89539189695864,224.25,289,100.22817717588204
Delft University of Technology,1890,38784.5,40342,24367.904086796905,13706.6,16477,3661.066216281809,5030.25,3834,2589.6842833635146,0.58351344,7.881564640000001,8.8269992,5.109531673492167,2.829250112,2.92664,0.7887320744187118,1.1960565600000006,1.0091723200000002,0.576706571062225,3239,4768,4902,734.562681691177,629.2,2344,864.3763994927209,575,1061,801.4468167008963,51,51,51,0,0,0,0,0,0,0,739,1120,1199,170.53152201279386,101,467,183.02895945723998,116.75,2.5,193.58121680576346,100,98.16666666666667,97.5,3.8908725099762504,3.4,3,1.854723699099141,2.25,1.5,1.6393596310755,6688,9097.333333333334,7515,1426.374152255369,1467.2,4495,1531.3768184219061,1154.25,1937,1339.0361038821918,2435,2896.6666666666665,2879.5,342.8112535427557,366.6,254,316.36346185993096,266.75,427,272.1868613654965,500,1418.1666666666667,1600,417.7684433058847,265.4,108,398.2665439124909,281.75,13,427.1530024476007,26,27.166666666666668,27,0.6871842709362768,1,1,0,0,0,0,6573,9332.666666666666,7752,1438.6401758450775,1398,4674,1656.4051436771138,1163.25,1991.5,1474.5338882168833,1186,1111.8333333333333,1501,348.2424522592781,293.6,251,97.5348142972549,127,152,80.29632619242302,2318,3685.6666666666665,3885,624.9620432918751,429.2,1625,601.224883051259,475.25,798,581.1752640125007,10,10,10,0,0,0,0,0,0,0,863,744.3333333333334,558.5,286.6267414057678,243.8,352,106.84830368330609,72.75,76,62.34731349464867
University of Wisconsin-Madison,3656,95914.66666666667,111753,68291.92547113865,37820,39999,10680.687824292965,14384,22155,10243.813791747682,0.6427567,11.202789933333335,21.186634,8.04224282710662,4.403684660000001,4.4604047,1.4928347059950755,2.0173000250000004,1.8521700500000002,1.2898569263605488,5688,8180.666666666667,8596.5,1127.0561456979665,750,3155,1204.8719434031152,859,168.5,1286.7589129281366,51,51,51,0,0,0,0,0,0,0,5242,7508.333333333333,6697,1573.1495655390036,2006,2169,1486.5183483563194,1222.25,1401.5,962.672419621545,141,139.83333333333334,139.5,9.685326817178424,10.6,19,7.002856560004639,10.75,10.5,4.815340071064556,15304,21749.666666666668,22628.5,3432.801949169544,3324.2,1445,3766.431064018031,3347.5,1400.5,3041.225945239847,4628,6102,6367,669.1375045534363,470.8,9,754.0417495072804,513.25,898.5,742.4272270734688,392,706.5,764.5,153.77770753049134,106.2,13,91.83768289759928,86.75,119.5,49.02231634674151,28,28,28,0,0,0,0,0,0,0,9566,13533.833333333334,14444.5,1806.3145182633307,1335.2,324,1977.38548593844,1366,125.5,2112.20583750732,1480,2264.1666666666665,2425.5,371.2489805448031,310.6,181,322.9641466169271,295.5,123.5,366.3703727104581,4014,5274.5,5493,578.1164098460908,458.4,318,577.7607117137682,567.5,230.5,560.0064731768732,10,10,10,0,0,0,0,0,0,0,2215,2205.5,2234.5,343.52814052611956,339.6,291,147.22037902410113,215.25,194.5,103.26755298737353
The University of Warwick,1790,42837.333333333336,50162.5,26629.356204927088,14786,16381,7028.441249665533,10148.25,12424,3116.717534121435,0.6571219,10.977215233333332,18.645390499999998,7.125675448715014,4.0822650199999995,4.473009000000001,1.624423599151675,2.8374341,2.877465000000001,0.5898717780059114,2724,3794.3333333333335,4004,522.6457266213467,428,18,551.8938303695738,508.5,225.5,569.7808789350516,51,51,51,0,0,0,0,0,0,0,3035,5527.666666666667,5922.5,1245.0255240578626,1369.6,229,1032.708593941195,1242.75,1440.5,773.1026371058373,114,127.33333333333333,129,17.801373230424918,17.2,22,7.4404300950953095,9.5,11,7.123903424387503,8886,13367.333333333334,15253.5,2414.977271574667,2110,1998,2379.6913245208925,2076.25,271.5,2579.9679624948835,2196,2729.6666666666665,2802,284.5362699004977,256,238,293.79516674036694,351.25,207.5,263.4220710191156,167,348.8333333333333,387.5,86.70143533349888,70.6,206,73.24643336026676,68.25,98,62.99751979244897,28,28,28,0,0,0,0,0,0,0,4887,6615.833333333333,6906.5,900.1698759431774,798.8,424,927.2996063840424,919.25,1450.5,940.1426421027821,1048,1320,1356.5,178.4385982161184,173.2,191,154.4906469660866,184.5,282,151.72425646547094,1829,2421.5,2534.5,278.57120573861664,217.6,74,303.4261689439459,259.75,53.5,305.2330052599161,10,10,10,0,0,0,0,0,0,0,1216,1218.8333333333333,1682,386.81667348873276,378,534,233.5859584820971,164,165.5,31.51983502494897
City University of Hong Kong,2213,34556,36052.5,21052.48838815339,11505.2,15369,5252.953622487067,6874.25,3455.5,4729.443538884887,0.79007494,10.521684156666666,18.391424999999998,6.704148124325068,3.565201012,3.9815190000000005,1.728614570553917,2.2097844849999992,1.5272064699999994,1.5987261816427147,2801,3297.8333333333335,3224,322.17097772594116,350,248,378.21739780184623,260.25,114.5,253.00827555635408,51,51,51,0,0,0,0,0,0,0,957,1240.3333333333333,1313,141.94678188986495,129.2,28,159.1607991937713,158.5,214,149.3343563953051,72,75.83333333333333,73.5,7.057305119913377,11,5,5.019960159204453,3.75,3,3.2691742076555053,6018,6780,6504.5,730.9078829328175,826.4,217,762.2722873094625,521.75,728,383.55206621787346,2325,2426.3333333333335,2339.5,195.1270241549221,241.2,498,155.73233447168255,110.25,102.5,67.49583320472458,270,556.1666666666666,600,131.22806695046438,108,45,105.83950113261116,92.5,155.5,113.2486203006465,27,27.333333333333332,27,0.4714045207910317,0.4,0,0.48989794855663565,1,1,0,5630,6433.833333333333,6234.5,615.5332150980066,674.2,569,665.3740000931806,459,637,473.1099238020695,442,393.1666666666667,397,91.36815029806004,69.2,45,26.286118009321957,33.75,25,22.587330519563395,2562,2943,2915,234.10966091413943,264.4,331,287.22367590433765,211.25,328.5,153.5991129531678,10,10,10,0,0,0,0,0,0,0,1764,1315.1666666666667,1969,538.2395429133348,384.6,397,215.39600739103778,246.5,321.5,121.68093523637957
Brown University,2179,49603.666666666664,53145,32973.571895619,19140,24602,7219.508459722171,12239,12578,6793.838458485748,0.71046627,11.972642811666665,21.26453,8.28447747911204,4.798795346,5.0850653999999995,1.9133986615087475,3.2692499175,3.298102034999999,1.474303252394771,3067,4071.6666666666665,4169.5,498.2879578003957,447,1565,559.9424970476879,370,697.5,574.1119228861215,51,51,51,0,0,0,0,0,0,0,3950,5462,5265.5,1131.1790309230453,1296.6,3483,1145.8482622057775,1013.25,541.5,719.7542549370584,142,138.5,142,14.591664287073858,11.2,12,9.947864092356712,10.75,12,3.897114317029974,8868,11260.166666666666,13649.5,1973.182912341265,2081.2,1800,1721.7992217445099,1545.5,2194.5,1505.6218814828642,2371,2964.1666666666665,3004.5,294.1164263046561,265.8,7,344.83816494117934,250.5,402,303.0226889194933,267,344.5,347,47.44031337726737,44.4,38,32.32707843279377,49.5,48.5,10.965856099730654,28,28,28,0,0,0,0,0,0,0,4877,6365.333333333333,6488,729.4657101072141,636,265,834.0616284184281,555.25,1010,834.2824386860843,761,1032.8333333333333,1177.5,157.46260579014378,142,21,141.9690107030404,154.5,271.5,145.68888083858698,2070,2569.3333333333335,2590,245.47346541372292,218.8,32,285.278390348796,230.25,348.5,264.76723267806386,10,10,10,0,0,0,0,0,0,0,1049,1043.8333333333333,1139,291.51924845920934,283.8,320,151.21428503947635,115.25,133,73.02525248159023
University of Amsterdam,4802,94675.5,104279,60488.9087677788,33445.6,31726,10454.605733359818,11590.25,6215,7999.167718425461,0.765137,12.206592933333335,21.5290305,8.152640657956331,4.5147246,3.755632000000002,1.2386393486055187,1.5778701000000002,1.6380577,0.9843237894395758,6276,7721.333333333333,7795,791.7475748129716,796.6,292,876.4639410723067,575.75,1014,824.3416691518147,51,51,51,0,0,0,0,0,0,0,2855,4935.333333333333,5265.5,1149.2602935028349,1478.2,1541,815.1184944534137,1112.5,1493.5,518.0127894174043,149,150.83333333333334,152,7.335227028221795,8.8,18,5.775811631277461,8.25,7,3.112474899497183,19954,24102.166666666668,24473,3224.9775408348023,3518,2868,2867.848601303772,2651.25,1280.5,2204.7355141830503,4900,5690,5707.5,494.17372114132763,527.2,194,518.6221746126944,415.25,135.5,410.7842347266993,643,746.8333333333334,739.5,67.01098583234112,78.2,37,66.14348040434523,50.25,92.5,63.841111362506844,28,28,28,0,0,0,0,0,0,0,9945,12102.166666666666,12597.5,1169.4500725649737,1169.2,3808,1336.19121386125,879.5,1625,1200.7927589721717,2392,2227.1666666666665,2293.5,386.41489648074156,312,305,50.03598704932281,54.25,54.5,31.838459447655442,2478,3309.6666666666665,3382.5,399.1218137639463,263.4,235,311.76824726068565,299.25,140.5,299.5157550113182,10,10,10,0,0,0,0,0,0,0,1200,1046,1166,351.0223164795462,301,291,198.5215353557392,215,332,123.71539920317115
Tokyo Institute of Technology,1331,26352.166666666668,38907.5,16946.563244668683,9299.8,5602,3191.4515443603404,3614.75,2890.5,2444.0470919153745,0.56065714,6.829669240000001,7.4231955,4.280409094489089,2.341947572,2.01533886,0.8892125721650146,1.0408641350000005,0.8676754200000003,0.8023066259434687,2374,3615.6666666666665,3835,556.8523642362987,325.6,1442,559.1542184406732,398,743,588.498088357133,51,51,51,0,0,0,0,0,0,0,3001,5151.166666666667,5417,1187.3782627658672,1555.2,1678,808.196362278376,1138.75,1220.5,467.35766549827764,92,91,92.5,4.08248290463863,3.4,10,3.3823069050575527,4.75,4.5,3.344772040064913,6538,10089.666666666666,11555,1741.7922442766308,1900,1513,1538.3326038279238,1398.25,2249.5,1404.8623375619406,1829,2491.3333333333335,2603.5,299.34743842045634,217.2,42,287.18453997386416,235.25,399,294.8697805811915,383,876.5,734.5,235.6669613388068,193,182,154.48883454800222,139,252,136.35981812836215,28,27.5,27.5,0.5,0.8,1,0.4000000000000001,0.5,0.5,0.5,4600,6688.666666666667,7097,936.7535546888639,593.6,2614,1010.8375932858849,666.25,1277.5,1051.5151865284686,654,1011.6666666666666,1140,180.51838933717775,145.8,25,176.7545190369966,168,109,172.08573444652524,1902,2641.1666666666665,2716,346.7503504764711,232.8,179,301.8545345029622,243,26.5,326.85394291640415,10,10,10,0,0,0,0,0,0,0,1046,1118.1666666666667,1583,378.23115360260255,372,418,219.50398629637687,180.75,139.5,118.76736715108237
Monash University,5454,93342,98817.5,57001.23189604472,31048.2,31486,13324.065391613778,11336,21702.5,11521.908544160555,0.7477379,10.856439733333334,18.6907675,7.061691645267528,3.8236260200000003,2.8702835999999996,1.4279031084390854,1.6698288500000003,1.5398082,1.0527480480149993,7294,8696.166666666666,8193.5,954.8157617513909,1007.4,467,973.3251460842877,710.25,273.5,879.8128707287703,51,51,51,0,0,0,0,0,0,0,2278,1948.3333333333333,1727,630.8997983480067,550.2,244,520.9631080988365,516,724.5,463.84749648995626,141,147.16666666666666,153,9.736814445985686,8.2,14,9.88736567544662,9.75,7,9.908960591303208,18601,19151.5,18727.5,3445.734113847633,3528.6,2523,1951.1632017850277,1538.75,1460,878.8641462137365,5728,6363.666666666667,6217,556.8248278308798,608.4,284,504.34535786502494,347.5,105,437.5697087322202,723,802.3333333333334,767.5,110.8101479508483,108.6,26,78.29329473205225,124.25,168,57.98006122797733,28,28,28,0,0,0,0,0,0,0,12112,14380.333333333334,14149,1585.3563917582976,1730.4,320,1623.1809018097767,1251.25,1988.5,1366.9046007311556,1867,2191.6666666666665,2142,302.08037929590125,306,323,237.27030998420346,292.25,457.5,226.85829828331165,5467,5974.333333333333,5777.5,479.0204124623037,534.2,36,473.50117212104135,343,197,284.3914555678493,10,10,10,0,0,0,0,0,0,0,2563,1741,1583,427.66887502677423,383.4,58,202.8719793367236,141.75,241,100.7531016892284
Shanghai Jiao Tong University,5809,106476.5,113274.5,63681.74233574853,34961,40126,13661.141167559905,12791,15119.5,2503.615485652699,0.50526226,7.644042726666668,8.3605397,4.926704466868445,2.7056919479999997,2.4961920000000006,0.7835209390688714,0.8758988650000007,0.9507136500000009,0.4920020034853929,11497,14105.666666666666,13886,1790.5031570917588,1963.8,5596,1855.750457362196,1255.5,527.5,1541.6420628667342,51,51,51,0,0,0,0,0,0,0,3220,5106.166666666667,5399,1144.7416617832262,1576.6,1798,792.3568892866396,1085.75,1496.5,506.9183242890318,132,129,138,18.79716290649558,16,15,7.58946638440411,5.75,8.5,5.7608593109014565,19701,24713.333333333332,25093.5,3696.7837222224525,4118.2,3329,3490.28064201147,3051,4930.5,2541.834475334694,9747,11138,11690,1116.5449684928353,1220.8,743,987.4294708990614,710.5,1286.5,939.4409241671347,902,1951.8333333333333,2151.5,538.5376547239343,553,2,638.0420048868256,493.25,183.5,471.6467825608482,28,28,28,0,0,0,0,0,0,0,21565,25125.5,24211.5,3298.0548686561697,3737.2,2422,3149.15489615865,2166.75,885,2087.67686376508,2183,2541.8333333333335,2521,451.1741779943627,442.6,559,299.2775300619811,437.25,341.5,252.88275445352141,8094,9379,8906,1006.8937381869052,1143.4,364,1179.4586215717786,796.75,966,640.850752905854,10,10,10,0,0,0,0,0,0,0,3919,2810.3333333333335,2919.5,932.0274793278481,833.6,347,252.3454774708673,237,47.5,267.1432200150324
Technical University of Munich,3189,70919.5,16719,43273.04205372362,24036.6,27060,8522.616724926682,6445.75,1322.5,6779.974645048461,0.62285155,9.871315508333334,17.163679,6.374785263341929,3.5819642899999997,3.244152999999999,0.6962670037140973,0.8218495125000005,0.7944237749999994,0.4003292193510245,5120,7050,7304,988.2786381717793,866.2,2934,1043.7107645320134,856.5,1549.5,1093.4099185575371,51,51,51,0,0,0,0,0,0,0,1524,1842.8333333333333,1844.5,230.95844984662403,265.2,497,182.34516719672064,301.5,302,107.83900036628678,126,123.66666666666667,123,8.881941729649485,11,6,5.291502622129181,5.5,7.5,5.315072906367325,12935,16587.333333333332,17049.5,2560.8241945818063,2735,1892,2355.017367239571,2521.25,3859.5,1724.5642021971812,3760,4598,4700,506.8004209416826,493,155,483.65773021838487,398,120.5,520.4570107127005,609,1566.5,1759,430.82508051412236,277.8,25,405.3104489153962,291.25,26,418.9906771039184,28,28,28,0,0,0,0,0,0,0,9064,12256.5,13441,1741.9049677484322,1632.2,5184,1785.0783064056325,1375.25,280,1932.2163925140476,1603,1936,1953,306.80341154122345,319.2,330,242.90524901697782,269.5,422.5,187.79842917340923,3894,5063.666666666667,5199,568.5996443505356,456.8,304,621.2791321137385,531.25,880.5,638.3425314829022,10,10,10,0,0,0,0,0,0,0,1426,1209,1656,386.4772524569417,324.6,292,167.5107160751216,136.5,128.5,95.63602877577048
Ludwig-Maximilians-Universität München,3447,81771.66666666667,96326.5,55146.6441640428,31839.8,31673,11869.75890909331,20776.25,30749,11168.21201838056,0.7132216,12.03750163333333,21.3023755,8.1920632878134,4.64528628,4.878249799999999,1.5165043995910996,2.6328646000000004,2.3450906000000007,1.0230931534054761,4833,6573.5,6842.5,817.6043766190752,724.2,2587,944.4565421447404,735.25,382,788.432741265861,51,51,51,0,0,0,0,0,0,0,2940,5331,5623,1236.597347563062,1490.8,1844,914.0359730338845,1202.5,1272,509.6221639607132,126,141.5,146,12.539936203984453,13.6,20,6.590902821313632,8.5,13.5,5.852349955359813,14715,20147,20477,3103.328159680614,3785.4,2639,3016.587117919852,2536.25,4056.5,2198.7139849239147,3755,4976.166666666667,5111,567.5768425704331,507.6,1782,650.9674646247691,437.5,682,534.2567266773531,496,552,541,80.67424206853966,101.6,158,52.75452587219413,81.25,89.5,57.59937065628409,28,28,28,0,0,0,0,0,0,0,7831,10570.5,11030,1289.1261575191158,1163,4121,1505.6688879033131,1085,1688,1245.5753690564052,1563,2103,2170.5,272.1108842610551,237.4,209,304.4507185079385,299.5,460.5,246.8445867342446,3194,3907.1666666666665,3954.5,370.834831457648,417,23,438.52662404921324,359,609,275.6900433457835,10,10,10,0,0,0,0,0,0,0,1240,1250.5,1664,387.8989344318096,387.6,670,294.6975398607868,336.75,471.5,179.0116965452258
